Coded_ID,Cohort,Intervention,Female,Final_grade,Final_score,Baseline_math_score,Baseline_stereotype_endorsement
643,B,1,0,2,67.76,-0.02,3
644,B,1,0,2,65.48,-1.33,3
645,B,-1,0,0,25.12,-0.28,5
646,B,1,1,4,88.29,-0.28,1
647,B,1,1,2.7,72.61,0.24,4
648,B,1,0,1.3,50.90,0.63,3
649,B,-1,0,1.7,64.49,0.50,1
650,B,1,0,3,77.45,-0.81,1
651,B,1,1,3.7,85.42,0.37,3
652,B,1,0,2,69.02,-1.59,1
653,B,1,0,2.3,71.07,0.50,1
654,B,-1,0,3.3,79.16,0.11,4
655,B,-1,0,3,74.40,0.11,2
656,B,1,0,3.7,83.41,0.24,3
657,B,1,0,4,89.75,-0.41,1
658,B,1,0,3,76.03,0.37,1
659,B,1,0,0.7,39.84,0.11,3
660,B,1,0,3.7,84.37,1.54,3
661,B,1,0,1.7,54.91,-0.02,5
662,B,1,0,3.3,82.02,0.11,1
663,B,1,0,3.3,82.77,0.37,1
664,B,-1,1,3.3,78.62,0.50,1
665,B,1,0,3,75.73,0.76,3
666,B,1,0,1.3,53.60,-1.33,5
667,B,1,0,1,42.36,-0.28,1
668,B,1,0,3,78.28,-0.02,2
669,B,1,0,3.7,84.02,-0.28,3
670,B,1,0,1.7,54.96,-1.07,2
671,B,-1,0,2.3,69.55,-1.07,4
672,B,1,0,3.7,84.79,0.50,1
673,B,1,0,1,42.15,-0.54,1
674,B,-1,0,1.7,61.91,0.11,1
675,B,-1,0,3.7,83.47,0.24,1
676,B,-1,0,3,77.71,0.24,2
677,B,1,0,3.7,83.11,1.54,1
678,B,1,0,2.3,70.82,0.37,1
679,B,-1,0,2.3,70.41,-2.63,2
680,B,1,0,2,66.59,-1.07,2
681,B,1,0,3,77.72,1.67,1
682,B,-1,0,0,38.12,-1.20,3
683,B,-1,0,1.7,54.99,0.11,1
684,B,1,1,4,89.14,-0.41,1
685,B,1,0,1.7,60.82,-1.59,1
686,B,1,1,3.7,86.91,1.54,1
687,B,1,0,2.3,70.52,0.50,3
688,B,-1,0,1.3,53.95,0.24,1
689,B,-1,0,4,93.63,0.63,3
690,B,1,1,2.7,71.83,1.15,4
691,B,1,0,3.3,82.74,0.24,3
692,B,-1,1,1,50.90,-0.54,1
693,B,-1,0,4,96.34,1.15,1
694,B,1,0,1.7,58.41,-1.72,1
695,B,1,0,4,88.73,0.50,2
696,B,1,0,3.3,78.66,-0.02,3
697,B,1,0,3.7,86.57,-0.54,1
698,B,1,0,2,66.83,0.24,1
699,B,1,0,4,88.86,0.76,2
700,B,1,1,3,78.51,0.24,1
701,B,1,0,4,94.38,0.50,1
702,B,-1,0,2,66.87,-0.81,1
703,B,1,1,1.7,56.65,-0.02,1
704,B,-1,0,4,88.83,0.11,1
705,B,1,0,3,75.17,-0.02,3
706,B,1,0,1.7,57.70,0.24,1
707,B,1,0,3.7,86.08,0.63,3
708,B,1,0,3,74.68,0.50,1
709,B,-1,0,3,74.21,0.24,3
710,B,-1,1,1.7,58.45,-1.85,2
711,B,1,0,3,76.60,-0.54,3
712,B,1,0,1.3,51.58,-1.07,3
713,B,1,1,3.7,84.13,-0.41,1
714,B,1,0,4,91.83,1.15,3
715,B,-1,0,3,77.51,-0.28,4
716,B,1,1,4,88.91,1.41,1
717,B,1,1,4,94.77,1.67,1
718,B,1,0,2.3,70.54,-1.07,2
719,B,-1,0,1.7,61.15,-0.94,1
720,B,1,0,1.7,57.80,0.37,1
721,B,1,1,0,18.36,1.54,1
722,B,-1,0,1,44.99,-0.02,3
723,B,-1,0,3,76.13,0.63,3
724,B,-1,0,1.7,63.11,-0.81,1
725,B,1,0,3,74.22,-0.15,3
726,B,1,0,3.3,80.23,0.50,4
727,B,-1,1,3,75.51,-0.02,4
728,B,1,0,2,67.95,-0.02,3
729,B,1,1,1.7,59.15,-0.28,1
730,B,1,0,1.3,54.19,-1.07,3
731,B,1,0,1.7,62.94,-1.59,3
732,B,1,1,1.7,61.37,0.11,1
733,B,1,0,1.7,60.58,-0.02,2
734,B,1,0,3.3,78.89,-0.54,3
735,B,1,1,1.7,63.46,-0.41,1
736,B,1,1,1.7,60.13,-0.54,4
737,B,1,0,3,77.46,1.15,3
738,B,1,0,2.7,71.98,2.07,5
739,B,-1,0,1.7,55.46,-1.85,1
740,B,1,0,3.7,85.41,1.15,1
741,B,1,1,3.7,86.80,-0.15,4
742,B,-1,0,2.3,69.87,-0.28,5
743,B,1,1,4,89.21,0.24,1
744,B,-1,0,2.7,72.98,-0.02,2
745,B,-1,0,1.7,57.58,-0.02,4
746,B,1,0,4,94.81,1.54,4
747,B,1,0,2,68.19,0.50,1
748,B,-1,0,2.7,72.02,-0.02,1
749,B,1,0,2.3,71.25,1.67,2
750,B,1,1,1.7,60.62,-0.02,1
751,B,1,1,2,68.54,-1.20,1
752,B,1,0,2.3,69.76,0.24,3
753,B,-1,1,1.7,62.50,-0.54,1
754,B,1,0,4,87.46,0.76,3
755,B,1,0,1.7,60.91,-0.28,2
756,B,1,0,2.7,72.01,0.76,4
757,B,1,0,3.3,79.72,0.50,4
758,B,1,0,3.3,82.54,0.50,1
759,B,1,0,4,89.81,1.54,5
760,B,1,0,1.7,62.70,-0.02,4
761,B,1,1,1.7,62.37,-0.54,1
762,B,1,0,2,67.56,1.15,3
763,B,-1,0,3,74.22,0.11,2
764,B,1,0,3.3,78.78,0.63,2
765,B,1,0,3.3,82.45,-0.81,1
766,B,1,0,3,76.47,0.24,1
767,B,1,0,2.3,70.94,-0.02,5
768,B,-1,0,1.7,58.18,-0.02,5
769,B,1,0,2.7,73.60,0.24,4
770,B,1,0,3.3,82.00,0.11,3
771,B,-1,0,3,74.86,1.15,5
772,B,-1,0,3,76.73,0.37,1
773,B,-1,0,4,88.50,0.24,1
774,B,-1,0,2,68.39,-0.41,4
775,B,1,0,3.7,83.34,1.15,4
776,B,1,0,2.7,73.04,0.11,5
777,B,1,0,3.3,79.57,-0.28,2
778,B,-1,0,3.3,80.07,-0.41,2
779,B,1,0,2.3,69.93,-0.54,2
780,B,1,1,1.7,62.26,-0.81,2
781,B,1,1,2.3,71.21,-0.02,3
782,B,1,1,3.7,85.20,-0.54,3
783,B,-1,0,3,77.12,0.37,2
784,B,-1,1,3.3,80.48,-0.54,1
785,B,1,0,2,67.91,0.24,3
786,B,-1,0,1.7,64.56,0.76,2
787,B,-1,1,1,49.68,-2.11,1
788,B,1,0,2.7,74.00,1.54,3
789,B,1,1,3.3,79.44,-0.41,2
790,B,-1,1,1.7,57.10,-0.67,2
791,B,1,0,2,65.56,-0.28,5
792,B,-1,0,2.7,71.84,-0.02,3
793,B,-1,0,2.7,72.83,0.76,3
794,B,-1,0,3,76.72,-0.02,1
795,B,-1,0,4,89.00,1.15,3
796,B,-1,0,2.3,70.02,-0.28,3
797,B,1,0,2,67.54,-0.28,1
798,B,1,1,3,75.39,0.37,1
799,B,1,0,3.3,79.04,-0.28,1
800,B,1,0,2,67.22,0.50,1
801,B,-1,0,2.3,69.78,0.11,3
802,B,1,0,2.7,71.90,0.24,3
803,B,1,0,3.3,81.68,0.50,2
804,B,1,1,2.3,69.52,-0.02,2
805,B,-1,0,2.3,70.72,0.50,1
806,B,-1,0,2,68.24,-0.15,4
807,B,1,1,2,65.68,-0.28,1
808,B,-1,1,2,65.49,-0.28,1
809,B,-1,0,1.3,54.48,-1.46,2
810,B,-1,0,3.7,86.24,-0.15,1
811,B,-1,0,3,74.96,0.50,1
812,B,1,1,1.7,58.67,-0.28,1
813,B,1,0,3,75.42,-0.02,3
814,B,-1,0,1.7,55.91,-0.81,4
815,B,-1,1,2.3,71.49,-0.81,2
816,B,-1,0,3,77.95,1.54,2
817,B,1,0,3,76.15,-0.02,4
818,B,1,0,3,77.83,0.76,1
819,B,1,0,3,74.72,-0.02,1
820,B,-1,1,2.3,70.75,-0.94,3
821,B,-1,0,2.7,72.08,-0.54,3
822,B,-1,0,2.7,74.15,0.24,1
823,B,-1,0,2,68.32,-0.81,3
824,B,1,0,3.7,83.48,1.02,3
825,B,1,0,3,76.75,-0.81,3
826,B,-1,0,4,88.98,1.02,3
827,B,1,0,1.7,61.80,0.37,4
828,B,1,0,3,78.15,-0.41,3
829,B,-1,0,4,89.35,0.76,3
830,B,1,0,3.3,80.14,0.11,3
831,B,1,0,2,65.89,-0.54,3
832,B,1,0,3.7,83.67,0.89,4
833,B,1,1,2.7,71.97,-0.02,2
834,B,1,0,1.7,60.91,-0.54,3
835,B,1,0,2.7,72.38,-0.81,5
836,B,1,0,2.7,71.81,-0.67,1
837,B,-1,1,4,87.68,-0.28,3
838,B,1,0,3.7,85.79,0.24,1
839,B,1,0,3.7,82.84,0.63,3
840,B,-1,0,3.7,84.26,-0.02,1
841,B,1,0,2,67.33,0.24,2
842,B,-1,0,1.7,64.34,2.07,4
843,B,-1,0,4,87.92,0.50,2
844,B,1,0,4,90.42,0.63,3
845,B,-1,0,4,87.49,1.80,3
846,B,1,0,3,77.94,0.50,3
847,B,1,0,2,66.94,1.15,2
848,B,1,0,2.3,69.68,1.54,3
849,B,-1,0,1.7,55.46,-0.28,3
850,B,1,1,2.7,73.27,-0.02,4
851,B,1,1,4,89.36,1.80,1
852,B,-1,1,1.7,58.72,-2.37,1
853,B,-1,0,3.7,86.11,1.67,1
854,B,1,0,3.7,85.57,-1.59,3
855,B,-1,1,2.3,71.06,1.28,1
856,B,1,0,2.7,73.88,0.37,1
857,B,1,0,2,68.91,-0.02,2
858,B,-1,1,3,78.19,-0.81,2
859,B,1,1,3.3,79.71,-0.41,1
860,B,-1,0,3.3,82.35,1.54,3
861,B,-1,1,2.3,69.98,0.63,1
862,B,1,0,2,68.87,-0.02,2
863,B,-1,1,0.7,38.91,0.11,3
864,B,-1,1,2,69.25,-0.02,2
865,B,-1,0,1.7,59.89,-1.72,3
866,B,1,0,1,49.22,-0.81,4
867,B,1,0,2,68.06,1.02,5
868,B,1,0,1,45.99,-0.28,3
869,B,1,0,2.3,70.89,1.02,4
870,B,1,0,3.7,86.64,0.50,4
871,B,-1,0,2.7,72.23,0.89,3
872,B,-1,0,2,68.41,1.15,4
873,B,-1,0,2,67.74,-1.59,1
874,B,1,0,2.7,71.55,1.15,3
875,B,1,0,2,69.19,0.37,5
876,B,1,1,3,76.69,0.63,1
877,B,1,1,1.7,55.84,-3.02,2
878,B,-1,0,3,74.29,0.76,3
879,B,1,0,3.7,85.93,0.50,3
880,B,1,0,1,49.44,-1.07,4
881,B,-1,0,4,89.58,2.07,1
882,B,1,1,1.7,62.08,0.24,1
883,B,1,0,1,41.98,0.37,1
884,B,1,0,3,75.26,0.50,4
885,B,-1,1,2.7,73.61,1.15,3
886,B,-1,0,3.7,85.04,-0.02,2
887,B,-1,1,2.3,70.46,-0.54,4
888,B,1,0,4,90.90,0.24,3
889,B,-1,1,3,78.40,0.11,1
890,B,1,1,4,89.55,1.80,1
891,B,1,0,2.7,71.78,-0.02,3
892,B,-1,1,3,76.71,0.37,1
893,B,-1,1,2,65.18,-0.02,1
894,B,1,0,2,65.94,0.24,3
895,B,1,1,1.3,53.53,-2.11,1
896,B,1,0,3.3,80.14,0.37,4
897,B,1,0,1.3,53.64,-0.02,3
898,B,-1,1,2.7,73.31,-2.63,3
899,B,-1,0,1.7,64.40,-2.63,2
900,B,1,0,1.7,56.56,0.11,3
901,B,1,0,1.7,61.36,0.76,4
902,B,-1,0,4,92.66,1.67,1
903,B,1,0,3.3,81.48,-0.02,1
904,B,1,0,1.7,57.13,-0.02,1
905,B,1,1,3.3,82.52,-2.24,2
906,B,-1,1,2,67.41,-0.28,1
907,B,-1,1,2,67.63,-0.81,1
908,B,-1,1,3.3,82.33,-1.20,1
909,B,-1,1,3,77.48,0.11,1
910,B,-1,1,4,92.00,-0.15,1
911,B,1,0,4,89.90,0.63,1
912,B,1,0,3,76.18,0.50,2
913,B,1,0,3.3,81.82,0.89,3
914,B,1,1,2,68.46,-1.85,2
915,B,1,0,0,37.22,-0.28,3
916,B,1,0,3.3,79.39,-0.28,5
917,B,1,1,1.7,58.90,-0.94,2
918,B,-1,0,2.3,70.69,-1.33,3
919,B,1,0,2,67.75,0.11,1
920,B,1,0,4,91.20,0.24,3
921,B,1,0,3.7,84.29,0.24,1
922,B,1,1,1.7,65.05,-2.11,2
923,B,1,0,2,67.79,-0.54,3
924,B,-1,0,4,94.04,1.67,1
925,B,-1,0,3.7,82.96,-0.28,4
926,B,1,0,3,78.03,0.50,3
927,B,1,0,4,96.93,0.50,3
928,B,-1,1,2.3,71.38,-0.54,2
929,B,1,1,3.3,78.83,0.37,1
930,B,1,1,3,78.47,-0.28,1
931,B,-1,1,2.3,70.40,0.24,2
932,B,1,1,2,66.90,-1.46,3
933,B,1,1,3,74.53,0.37,1
934,B,-1,1,2.7,71.60,-0.41,1
935,B,-1,0,1.7,64.75,-0.02,5
936,B,1,1,1.7,56.76,-0.54,1
937,B,-1,1,4,90.28,-0.28,2
938,B,1,0,1.3,52.55,-2.76,2
939,B,-1,0,4,88.39,1.80,4
940,B,-1,0,3.7,83.83,-0.28,1
941,B,-1,0,2,69.34,1.15,1
942,B,1,0,2.3,71.07,-0.28,1
943,B,-1,1,3.3,81.64,-0.28,1
944,B,-1,1,2,67.63,-0.28,1
945,B,-1,0,4,90.73,1.28,3
946,B,1,0,4,86.99,-0.54,5
947,B,1,0,3.7,86.64,1.15,3
948,B,1,1,3,76.90,1.41,4
949,B,1,1,1.7,60.76,-1.33,1
950,B,-1,1,2,65.80,-0.28,1
951,B,-1,0,3,74.68,-0.02,1
952,B,-1,1,3.7,83.98,-0.15,1
953,B,1,0,1.7,63.01,-3.68,1
954,B,1,0,3,78.47,1.80,4
955,B,-1,0,2.3,70.34,-0.02,1
956,B,-1,1,1.7,64.97,-0.02,1
957,B,1,0,3.3,79.06,0.50,1
958,B,-1,0,2.7,73.67,-0.28,3
959,B,1,0,4,89.42,1.67,3
960,B,1,0,2.3,70.64,-1.59,3
961,B,-1,0,2.7,72.52,-0.28,4
962,B,1,0,1.3,53.71,-2.37,2
963,B,1,0,1.7,56.74,1.54,1
964,B,1,0,3.7,85.79,0.50,2
965,B,1,0,4,92.02,1.80,1
966,B,-1,0,3.7,85.60,0.76,1
967,B,1,0,2,67.32,-1.33,2
968,B,1,1,1.7,64.39,-0.54,1
969,B,1,1,3.7,84.98,0.24,1
970,B,-1,0,4,87.20,0.76,1
971,B,-1,0,2.7,73.55,0.76,3
972,B,-1,0,3.7,85.86,0.50,2
973,B,-1,0,3.7,83.19,1.54,1
974,B,1,0,4,95.01,0.50,2
975,B,-1,0,4,88.95,0.50,3
976,B,1,1,1,47.95,-1.20,3
977,B,1,0,4,87.63,0.89,4
978,B,1,0,3,76.67,-0.54,1
979,B,-1,0,3,76.57,0.50,1
980,B,1,0,3,74.31,0.24,1
981,B,-1,1,2,68.99,-0.02,1
982,B,1,1,2.3,71.45,-1.20,1
983,B,1,0,3,77.83,-1.20,4
984,B,1,1,1.7,62.74,-0.28,1
985,B,1,0,2.3,70.79,0.24,1
986,B,1,0,3.7,84.45,1.54,5
987,B,1,1,4,97.24,2.07,1
988,B,1,0,3.3,80.72,0.63,3
989,B,-1,0,3,75.22,0.50,5
990,B,-1,0,4,91.19,0.11,3
991,B,-1,0,1.7,56.55,-2.11,1
992,B,1,1,1.3,52.17,-3.28,1
993,B,-1,0,4,88.58,2.07,3
994,B,-1,0,4,92.07,0.63,1
995,B,-1,0,4,88.38,-0.41,1
